1320.01,1.379063152,-3.097587012
1320.73,1.378836011,-3.096548548
1321.34,1.379063152,-3.097587012
1321.91,1.378982741,-3.097527563
1323.07,1.378776562,-3.096628958
1323.64,1.378923292,-3.097607973
1324.21,1.379063152,-3.097587012
1324.8,1.379063152,-3.097587012
1325.3,1.379063152,-3.097587012
1326.46,1.378836011,-3.096548548
1327.05,1.378923292,-3.097607973
1327.6,1.378982741,-3.097527563
1328.19,1.379063152,-3.097587012
1328.75,1.378982741,-3.097527563
1329.29,1.379063152,-3.097587012
1329.81,1.379063152,-3.097587012
1330.32,1.378982741,-3.097527563
1330.96,1.378923292,-3.097607973
1331.76,1.378776562,-3.096628958
1332.33,1.378776562,-3.096628958
1332.9,1.378836011,-3.096548548
1333.41,1.378696151,-3.09656951
1333.94,1.378982741,-3.097527563
1334.5,1.378982741,-3.097527563
1335.05,1.379063152,-3.097587012
1335.56,1.378982741,-3.097527563
1336.09,1.378923292,-3.097607973
1336.7,1.378923292,-3.097607973
1337.23,1.379063152,-3.097587012
1337.84,1.378923292,-3.097607973
1338.36,1.379063152,-3.097587012
1338.95,1.379063152,-3.097587012
1340.04,1.378836011,-3.096548548
1340.59,1.378776562,-3.096628958
1341.21,1.378836011,-3.096548548
1341.74,1.378836011,-3.096548548
1342.36,1.37897587,-3.096527587
1342.89,1.378836011,-3.096548548
1343.45,1.378916421,-3.096607997
1343.96,1.378836011,-3.096548548
1344.48,1.378836011,-3.096548548
1345.1,1.378836011,-3.096548548
1345.64,1.379063152,-3.097587012
1346.22,1.378836011,-3.096548548
1346.74,1.378836011,-3.096548548
1347.31,1.378916421,-3.096607997
1347.88,1.379063152,-3.097587012
1348.5,1.378776562,-3.096628958
1349.04,1.378916421,-3.096607997
1349.62,1.378776562,-3.096628958
1350.14,1.378776562,-3.096628958
1350.67,1.378836011,-3.096548548
1351.21,1.379063152,-3.097587012
1352.29,1.378776562,-3.096628958
1352.86,1.378836011,-3.096548548
1353.47,1.378776562,-3.096628958
1354.01,1.378776562,-3.096628958
1354.57,1.378836011,-3.096548548
1355.15,1.378836011,-3.096548548
1355.74,1.37897587,-3.096527587
1356.37,1.378776562,-3.096628958
1356.88,1.378776562,-3.096628958
1357.46,1.378836011,-3.096548548
1358.02,1.378696151,-3.09656951
1358.62,1.378636703,-3.09664992
1359.15,1.378836011,-3.096548548
1359.76,1.378836011,-3.096548548
1360.29,1.378916421,-3.096607997
1360.82,1.378776562,-3.096628958
1361.33,1.378836011,-3.096548548
1361.96,1.378776562,-3.096628958
1362.48,1.378776562,-3.096628958
1363.06,1.378916421,-3.096607997
1363.65,1.378836011,-3.096548548
1364.61,1.378696151,-3.09656951
1365.18,1.378836011,-3.096548548
1365.76,1.378916421,-3.096607997
1366.29,1.378836011,-3.096548548
1366.82,1.378776562,-3.096628958
1367.37,1.378916421,-3.096607997
1367.9,1.378916421,-3.096607997
1368.53,1.378836011,-3.096548548
1369.04,1.378776562,-3.096628958
1369.67,1.378776562,-3.096628958
1370.2,1.378836011,-3.096548548
1370.75,1.378776562,-3.096628958
1371.36,1.378836011,-3.096548548
1371.9,1.378776562,-3.096628958
1372.5,1.378836011,-3.096548548
1373.03,1.378836011,-3.096548548
1373.61,1.378836011,-3.096548548
1374.24,1.37897587,-3.096527587
1374.75,1.37897587,-3.096527587
1375.37,1.378916421,-3.096607997
1375.91,1.378836011,-3.096548548
1376.85,1.378916421,-3.096607997
1377.46,1.378776562,-3.096628958
1377.99,1.378916421,-3.096607997
1378.56,1.378836011,-3.096548548
1379.06,1.378776562,-3.096628958
1380.14,1.378836011,-3.096548548
1380.74,1.37897587,-3.096527587
1381.3,1.378776562,-3.096628958
1381.87,1.378836011,-3.096548548
1382.47,1.37897587,-3.096527587
1383.05,1.378916421,-3.096607997
1383.59,1.378836011,-3.096548548
1384.15,1.378776562,-3.096628958
1384.77,1.378776562,-3.096628958
1385.29,1.378916421,-3.096607997
1385.88,1.378916421,-3.096607997
1386.47,1.37897587,-3.096527587
1387.01,1.37897587,-3.096527587
1387.61,1.378836011,-3.096548548
1388.14,1.37897587,-3.096527587
1389.12,1.378916421,-3.096607997
1389.66,1.378836011,-3.096548548
1390.31,1.378836011,-3.096548548
1390.84,1.378836011,-3.096548548
1391.43,1.378836011,-3.096548548
1392.01,1.378916421,-3.096607997
1392.57,1.378916421,-3.096607997
1393.12,1.378916421,-3.096607997
1393.72,1.378836011,-3.096548548
1394.25,1.378916421,-3.096607997
1394.88,1.37897587,-3.096527587
