1547528724160825967,0.016207
1547528799566227912,0.50437
1547528827368311882,0.81247
1547528867571075916,1.0257
1547528894172962903,1.1043
1547528986979594945,1.1757
1547529010181519031,1.2212
1547529042783652067,1.2412
1547529086186584949,1.2638
1547529321603363037,1.3261
1547529364806327104,1.2797
1547529391808312892,1.2466
1547529423410594940,1.2306
1547529442611777067,1.1962
1547529470613938093,1.1176
1547529493215475082,0.9533
1547529514216989994,0.78703
1547529541418802976,0.32231
1547529592822457075,0.24994
1547529630625140905,1.4639
1547529650826718091,1.4926
1547529675628701925,1.4882
1547529708030849933,1.4741
1547529732832628965,1.4622
1547529785436461925,1.4523
1547529834040005922,1.4505
1547529872742778062,1.5531
1547529898944755077,1.5832
1547529925546634912,1.6202
1547529947148217916,1.6626
1547529967749798059,1.8726
1547529990351161003,2.3263
