1547528724160825967,0.01529850703
1547528799566227912,0.4992963957
1547528827368311882,0.8213493398
1547528867571075916,1.036021686
1547528894172962903,1.109955079
1547528986979594945,1.182743348
1547529010181519031,1.226683583
1547529042783652067,1.24642359
1547529086186584949,1.268219012
1547529321603363037,1.329600972
1547529364806327104,1.283995925
1547529391808312892,1.253694785
1547529423410594940,1.234567474
1547529442611777067,1.198214754
1547529470613938093,1.128724914
1547529493215475082,0.9571604037
1547529514216989994,0.7890697972
1547529541418802976,0.3271309833
1547529592822457075,0.2548189688
1547529630625140905,1.48529498
1547529650826718091,1.504318152
1547529675628701925,1.495888039
1547529708030849933,1.482835758
1547529732832628965,1.472715365
1547529785436461925,1.460825837
1547529834040005922,1.462713332
1547529872742778062,1.563078317
1547529898944755077,1.591982544
1547529925546634912,1.626141313
1547529947148217916,1.674891443
1547529967749798059,1.87363938
1547529990351161003,2.352212665
