1,1547534810532464981,7.209000111
2,1547534841534725904,7.231999874
3,1547534957543239116,6.058000088
4,1547534996945981979,4.977000237
5,1547535011747211933,4.702000141
6,1547535028348315954,3.953999996
7,1547535057550441980,6.929999828
8,1547535073151559114,8.208999634
9,1547535093353023052,8.506999969
10,1547535111154514074,8.486000061
11,1547535144756776094,13.12300014
12,1547535164158288955,13.06400013
13,1547535182559535026,12.47399998
14,1547535225162666082,19.3239994
15,1547535250164417982,21.45800018
16,1547535280766601085,22.94099998
17,1547535314769035100,29.27199936
18,1547535335970649957,29.34900093
19,1547535387574317932,36.29700089
20,1547535414376252889,35.72100067
