1547534810532464981,0.030106
1547534841534725904,0.033447
1547534957543239116,0.62786
1547534996945981979,1.3186
1547535011747211933,1.8695
1547535028348315954,2.3724
1547535057550441980,1.8435
1547535073151559114,1.4695
1547535093353023052,0.95999
1547535111154514074,0.50479
1547535144756776094,0.9488
1547535164158288955,1.2449
1547535182559535026,1.6418
1547535225162666082,1.5447
1547535250164417982,1.2805
1547535280766601085,1.066
1547535314769035100,1.2502
1547535335970649957,1.4227
1547535387574317932,1.4852
1547535414376252889,1.2888
