1479493131.1193366,-71.56505117707799
1479493145.3447552,-81.559634724493364
1479493180.4544134,-123.73937541356028
1479493197.5456614,-55.218264321579952
1479493208.9643526,-85.667686016811487
1479493217.1543536,-54.482475488767854
1479493228.2886965,-70.299356112112193
1479493294.414814,-52.217379159029214
1479493315.6459281,-82.133931627103138
1479493429.5481637,-69.50574028433897
1479493455.5099006,-83.067970202570876
1479493463.669055,-98.300697535526339
1479493472.726321,-52.034975910431143
1479493637.831764,122.54326241574789
